Templates,label
"File <*>/demo.py, line 18, in <module> from fast_rcnn.test import im_detect File <*>/test.py, line 16, in <module> import caffe File <*>/__init__.py, line 1, in <module> from .pycaffe import Net, SGDSolver, NesterovSolver, AdaGradSolver, RMSPropSolver, AdaDeltaSolver, AdamSolver File <*>/pycaffe.py, line 13, in <module> from ._caffe import Net, SGDSolver, NesterovSolver, AdaGradSolver, \ ImportError: No module named _caffe",0
"File <*>/site-packages/tensorflow/python/client/session.py, line 1021, in _do_call return fn(*args) File <*>/site-packages/tensorflow/python/client/session.py, line 1003, in _run_fn status, run_metadata) File <*>/contextlib.py, line 66, in __exit__ next(self.gen) File <*>/site-packages/tensorflow/python/framework/errors_impl.py, line 469, in raise_exception_on_not_ok_status pywrap_tensorflow.TF_GetCode(status)) tensorflow.python.framework.errors_impl.InternalError: Blas SGEMM launch failed : a.shape=(100, 784), b.shape=(784, 256), m=100, n=256, k=784 [[Node: MatMul = MatMul[T=DT_FLOAT, transpose_a=false, transpose_b=false, _device=""/job:localhost/replica:0/task:0/gpu:0""](_recv_Placeholder_0/_7, Variable/read)]] [[Node: Mean/_15 = _Recv[client_terminated=false, recv_device=""/job:localhost/replica:0/task:0/cpu:0"", send_device=""/job:localhost/replica:0/task:0/gpu:0"", send_device_incarnation=1, tensor_name=""edge_35_Mean"", tensor_type=DT_FLOAT, _device=""/job:localhost/replica:0/task:0/cpu:0""]()]]",0
"File add_1.py, line 13, in <module> saver = tf.train.Saver([y]) raise TypeError(""Variable to save is not a Variable: %s"" % var) TypeError: Variable to save is not a Variable: Tensor(""add_3:0"", shape=(), dtype=int32, device=/job:local/task:3)",0
"File <*>/test_counter.py, line 61, in <module> saver = tf.train.Saver({'w':temp}) File <*>python2.7/dist-packages/tensorflow/python/training/saver.py, line 1043, in __init__ self.build() File <*>python2.7/dist-packages/tensorflow/python/training/saver.py, line 1073, in build restore_sequentially=self._restore_sequentially) File <*>python2.7/dist-packages/tensorflow/python/training/saver.py, line 649, in build saveables = self._ValidateAndSliceInputs(names_to_saveables) File <*>python2.7/dist-packages/tensorflow/python/training/saver.py, line 578, in _ValidateAndSliceInputs variable) TypeError: names_to_saveables must be a dict mapping string names to Tensors/Variables. Not a variable: Tensor(""TransformFeatureToIndex:0"", shape=(100,), dtype=string)",0
"File <*>/site-packages/tensorflow/python/framework/tensor_shape.py, line 451, in __init__ dims_iter = iter(dims) File <*>/site-packages/tensorflow/python/framework/ops.py, line 510, in __iter__ raise TypeError(""'Tensor' object is not iterable."") TypeError: 'Tensor' object is not iterable.",0
"File <*>/test_placeholder.py, line 5, in <module> input = tf.placeholder(tf.int32, tf.pack([batchSize, 5])) File <*>/site-packages/tensorflow/python/ops/array_ops.py, line 1579, in placeholder shape = tensor_shape.as_shape(shape) File <*>/site-packages/tensorflow/python/framework/tensor_shape.py, line 821, in as_shape return TensorShape(shape) File <*>/site-packages/tensorflow/python/framework/tensor_shape.py, line 454, in __init__ self._dims = [as_dimension(dims)] File <*>/site-packages/tensorflow/python/framework/tensor_shape.py, line 378, in as_dimension return Dimension(value) File <*>/site-packages/tensorflow/python/framework/tensor_shape.py, line 33, in __init__ self._value = int(value) TypeError: int() argument must be a string, a bytes-like object or a number, not 'Tensor'",0
"File <*>python2.7/dist-packages/tensorflow/python/__init__.py, line 61, in <module> from tensorflow.python import pywrap_tensorflow File <*>python2.7/dist-packages/tensorflow/python/pywrap_tensorflow.py, line 28, in <module> _pywrap_tensorflow = swig_import_helper() File <*>python2.7/dist-packages/tensorflow/python/pywrap_tensorflow.py, line 24, in swig_import_helper _mod = imp.load_module('_pywrap_tensorflow', fp, pathname, description) ImportError: libcudart.so.8.0: cannot open shared object file: No such file or directory",0
"File test_keras.py, line 52, in <module> model.fit(x_train, y_train, validation_data=(x_test, y_test), nb_epoch=epochs, batch_size=32) File <*>python2.7/dist-packages/keras/models.py, line 664, in fit sample_weight=sample_weight) File <*>python2.7/dist-packages/keras/engine/training.py, line 1068, in fit batch_size=batch_size) File <*>python2.7/dist-packages/keras/engine/training.py, line 981, in _standardize_user_data exception_prefix='model input') File <*>python2.7/dist-packages/keras/engine/training.py, line 113, in standardize_input_data str(array.shape)) ValueError: Error when checking model input: expected convolution2d_input_1 to have shape (None, 3, 32, 32) but got array with shape (50000, 32, 32, 3)",0
"File <stdin>, line 1, in <module> [CODE] File <*>/site-packages/sklearn/model_selection/_validation.py, line 140, in cross_val_score for train, test in cv_iter) File <*>/site-packages/sklearn/externals/joblib/parallel.py, line 758, in __call__ while self.dispatch_one_batch(iterator): File <*>/site-packages/sklearn/externals/joblib/parallel.py, line 603, in dispatch_one_batch tasks = BatchedCalls(itertools.islice(iterator, batch_size)) File <*>/site-packages/sklearn/externals/joblib/parallel.py, line 127, in __init__ self.items = list(iterator_slice) File <*>/site-packages/sklearn/model_selection/_validation.py, line 140, in <genexpr> for train, test in cv_iter) File <*>/site-packages/sklearn/base.py, line 67, in clone new_object_params = estimator.get_params(deep=False) TypeError: get_params() got an unexpected keyword argument 'deep'",0
"File <*>python2.7/threading.py, line 810, in __bootstrap_inner self.run() File <*>python2.7/threading.py, line 763, in run self.__target(*self.__args, **self.__kwargs) File <*>python2.7/site-packages/keras/engine/training.py, line 409, in data_generator_task generator_output = next(generator) File <*>python2.7/site-packages/keras/preprocessing/image.py, line 691, in next target_size=self.target_size) File <*>python2.7/site-packages/keras/preprocessing/image.py, line 191, in load_img img = img.convert('RGB') File <*>python2.7/site-packages/PIL/Image.py, line 844, in convert self.load() File <*>python2.7/site-packages/PIL/ImageFile.py, line 248, in load return Image.Image.load(self) AttributeError: 'NoneType' object has no attribute 'Image'",0
"File <string>, line 1, in <module> [CODE] IOError: [Errno 2] No such file or directory: '/private/var/folders/1p/7km73m0s2cvdfb1js3ct8_mh0000gn/T/pip-JMMIRP-build/setup.py'",0
"File convolutional.py, line 339, in <module> tf.app.run(main=main, argv=[sys.argv[0]] + unparsed) File <*>python2.7/dist-packages/tensorflow/python/platform/app.py, line 44, in run _sys.exit(main(_sys.argv[:1] + flags_passthrough)) File convolutional.py, line 284, in main with tf.Session() as sess: File <*>python2.7/dist-packages/tensorflow/python/client/session.py, line 1187, in __init__ super(Session, self).__init__(target, graph, config=config) File <*>python2.7/dist-packages/tensorflow/python/client/session.py, line 552, in __init__ self._session = tf_session.TF_NewDeprecatedSession(opts, status) File <*>python2.7/contextlib.py, line 24, in __exit__ self.gen.next() File <*>python2.7/dist-packages/tensorflow/python/framework/errors_impl.py, line 469, in raise_exception_on_not_ok_status pywrap_tensorflow.TF_GetCode(status)) tensorflow.python.framework.errors_impl.InternalError: Failed to create session.",0
"File <stdin>, line 1, in <module> [CODE] File <*>/site-packages/tensorflow/__init__.py, line 24, in <module> from tensorflow.python import * File <*>/site-packages/tensorflow/python/__init__.py, line 63, in <module> from tensorflow.core.framework.graph_pb2 import * File <*>/site-packages/tensorflow/core/framework/graph_pb2.py, line 6, in <module> from google.protobuf import descriptor as _descriptor ImportError: No module named 'google'",0
"File <*>/site-packages/tensorflow/python/client/session.py, line 10, in [FUNC] [CODE] File <*>/contextlib.py, line 66, in __exit__ next(self.gen) File <*>/contextlib.py, line 66, in [FUNC] [CODE] n_on_not_ok_status pywrap_tensorflow.TF_GetCode(status)) tensorflow.python.framework.errors_impl.InvalidArgumentError: Incompatible shapes: [10000,10] vs. [10000] [[Node: sub = Sub[T=DT_FLOAT, _device=""/job:localhost/replica:0/task:0/gpu:0""](Add, _recv_Placeholder_1_0/_7)]]",0
"File test1.py, line 43, in <module> c = sess.run(cost, feed_dict={X: train_X, Y: train_Y}) File <*>/site-packages/tensorflow/python/client/session.py, line 76, in [FUNC] [CODE] File <*>/site-packages/tensorflow/python/client/session.py, line 96, in [FUNC] [CODE] File <*>/site-packages/tensorflow/python/client/session.py, line 10, in [FUNC] [CODE] tensorflow.python.framework.errors_impl.InvalidArgumentError: Incompatible shapes: [10000,10] vs. [10000] [[Node: sub = Sub[T=DT_FLOAT, _device=""/job:localhost/replica:0/task:0/gpu:0""](Add, _recv_Placeholder_1_0/_7)]]",0
"File board.py, line 3, in <module> mnist = input_data.read_data_sets(r'Z:/downloads/MNIST dataset', one_hot=True) File <*>/input_data.py, line 150, in read_data_sets train_images = extract_images(local_file) File <*>/input_data.py, line 40, in extract_images buf = bytestream.read(rows * cols * num_images) File <*>/gzip.py, line 274, in read return self._buffer.read(size) TypeError: only integer scalar arrays can be converted to a scalar index",0
"File helloWorld.py, line 10, in <module> import matplotlib.pyplot as plt ImportError: No module named 'matplotlib'",0
"File pymask.py, line 303, in <module> main(sys.argv) File pymask.py, line 285, in main keras.callbacks.ProgbarLogger() File <*>python3.6/site-packages/keras/engine/training.py, line 1557, in fit_generator class_weight=class_weight) File <*>python3.6/site-packages/keras/engine/training.py, line 1314, in train_on_batch check_batch_axis=True) File <*>python3.6/site-packages/keras/engine/training.py, line 1029, in _standardize_user_data exception_prefix='model input') File <*>python3.6/site-packages/keras/engine/training.py, line 52, in standardize_input_data str(names)) ValueError: No data provided for ""input_1"". Need data for each key in: ['input_1']",0
"File <*>python3.5/site-packages/tensorflow/python/client/session.py, line 1022, in _do_call return fn(*args) File <*>python3.5/site-packages/tensorflow/python/client/session.py, line 1004, in _run_fn status, run_metadata) File <*>python3.5/contextlib.py, line 66, in __exit__ next(self.gen) File <*>python3.5/site-packages/tensorflow/python/framework/errors_impl.py, line 469, in raise_exception_on_not_ok_status pywrap_tensorflow.TF_GetCode(status)) tensorflow.python.framework.errors_impl.ResourceExhaustedError: OOM when allocating tensor with shape[14525,14000] [[Node: rnn/basic_lstm_cell/weights/Initializer/random_uniform = Add[T=DT_FLOAT, _class=[""loc:@rnn/basic_lstm_cell/weights""], _device=""/job:localhost/replica:0/task:0/gpu:0""](rnn/basic_lstm_cell/weights/Initializer/random_uniform/mul, rnn/basic_lstm_cell/weights/Initializer/random_uniform/min)]]",0
"File Netzwerk_v0.5.1_gamma.py, line 171, in <module> session.run(tf.global_variables_initializer()) File <*>python3.5/site-packages/tensorflow/python/client/session.py, line 767, in run run_metadata_ptr) File <*>python3.5/site-packages/tensorflow/python/client/session.py, line 965, in _run feed_dict_string, options, run_metadata) File <*>python3.5/site-packages/tensorflow/python/client/session.py, line 1015, in _do_run target_list, options, run_metadata) File <*>python3.5/site-packages/tensorflow/python/client/session.py, line 1035, in _do_call raise type(e)(node_def, op, message) tensorflow.python.framework.errors_impl.ResourceExhaustedError: OOM when allocating tensor with shape[14525,14000] [[Node: rnn/basic_lstm_cell/weights/Initializer/random_uniform = Add[T=DT_FLOAT, _class=[""loc:@rnn/basic_lstm_cell/weights""], _device=""/job:localhost/replica:0/task:0/gpu:0""](rnn/basic_lstm_cell/weights/Initializer/random_uniform/mul, rnn/basic_lstm_cell/weights/Initializer/random_uniform/min)]]",0
"File <*>python3.6/site-packages/tensorflow/python/client/session.py, line 1323, in _do_call return fn(*args) File <*>python3.6/site-packages/tensorflow/python/client/session.py, line 1293, in _run_fn self._extend_graph() File <*>python3.6/site-packages/tensorflow/python/client/session.py, line 1354, in _extend_graph self._session, graph_def.SerializeToString(), status) File <*>python3.6/site-packages/tensorflow/python/framework/errors_impl.py, line 473, in __exit__ c_api.TF_GetCode(self.status.status)) tensorflow.python.framework.errors_impl.UnavailableError: Trying to connect an http1.x server",0
"File <*>/pydevd.py, line 1599, in <module> globals = debugger.run(setup['file'], None, None, is_module) File <*>/pydevd.py, line 1026, in run pydev_imports.execfile(file, globals, locals) # execute the script File <*>/_pydev_execfile.py, line 18, in execfile exec(compile(contents+""\n"", file, 'exec'), glob, loc) File worker.py, line 426, in <module> main() File worker.py, line 418, in main run(args, server) File worker.py, line 174, in run sess.run(trainer.sync) File <*>python3.6/site-packages/tensorflow/python/client/session.py, line 889, in run run_metadata_ptr) File <*>python3.6/site-packages/tensorflow/python/client/session.py, line 1120, in _run feed_dict_tensor, options, run_metadata) File <*>python3.6/site-packages/tensorflow/python/client/session.py, line 1317, in _do_run options, run_metadata) File <*>python3.6/site-packages/tensorflow/python/client/session.py, line 1336, in _do_call raise type(e)(node_def, op, message) tensorflow.python.framework.errors_impl.UnavailableError: Trying to connect an http1.x server",0
"File <*>/rock_detector.py, line 155, in <module> main() File <*>/rock_detector.py, line 117, in main est_vgg16.train(input_fn=dataset_input_fn, steps=10) File <*>python3.6/site-packages/tensorflow/python/estimator/estimator.py, line 302, in train loss = self._train_model(input_fn, hooks, saving_listeners) File <*>python3.6/site-packages/tensorflow/python/estimator/estimator.py, line 711, in _train_model features, labels, model_fn_lib.ModeKeys.TRAIN, self.config) File <*>python3.6/site-packages/tensorflow/python/estimator/estimator.py, line 694, in _call_model_fn model_fn_results = self._model_fn(features=features, **kwargs) File <*>python3.6/site-packages/tensorflow/python/keras/_impl/keras/estimator.py, line 145, in model_fn labels) File <*>python3.6/site-packages/tensorflow/python/keras/_impl/keras/estimator.py, line 92, in _clone_and_build_model keras_model, features) File <*>python3.6/site-packages/tensorflow/python/keras/_impl/keras/estimator.py, line 58, in _create_ordered_io for key in estimator_io_dict: File <*>python3.6/site-packages/tensorflow/python/framework/ops.py, line 505, in __iter__ raise TypeError(""'Tensor' object is not iterable."") TypeError: 'Tensor' object is not iterable.",0
"File <*>python3.5/dist-packages/Theano-1.0.0rc1-py3.5.egg/theano/gpuarray/__init__.py, line 220, in <module> use(config.device) File <*>python3.5/dist-packages/Theano-1.0.0rc1-py3.5.egg/theano/gpuarray/__init__.py, line 207, in use init_dev(device, preallocate=preallocate) File <*>python3.5/dist-packages/Theano-1.0.0rc1-py3.5.egg/theano/gpuarray/__init__.py, line 152, in init_dev pygpu.blas.gemm(0, tmp, tmp, 0, tmp, overwrite_c=True) File <*>/blas.pyx, line 149, in pygpu.blas.gemm [CODE] File <*>/blas.pyx, line 47, in pygpu.blas.pygpu_blas_rgemm [CODE] pygpu.gpuarray.GpuArrayException: (b'cuLinkCreate: CUDA_ERROR_JIT_COMPILER_NOT_FOUND: PTX JIT compiler library not found', 3)",0
"File <ipython-input-6-b5da44e251a5>, line 1, in <module> from keras.layers import Input, Dense ModuleNotFoundError: No module named 'keras'",0
"File <*>python3.6/site-packages/torch/utils/data/dataloader.py, line 62, in _pin_memory_loop batch = pin_memory_batch(batch) File <*>python3.6/site-packages/torch/utils/data/dataloader.py, line 123, in pin_memory_batch return [pin_memory_batch(sample) for sample in batch] File <*>python3.6/site-packages/torch/utils/data/dataloader.py, line 123, in <listcomp> return [pin_memory_batch(sample) for sample in batch] File <*>python3.6/site-packages/torch/utils/data/dataloader.py, line 117, in pin_memory_batch return batch.pin_memory() File <*>python3.6/site-packages/torch/tensor.py, line 82, in pin_memory return type(self)().set_(storage.pin_memory()).view_as(self) File <*>python3.6/site-packages/torch/storage.py, line 83, in pin_memory allocator = torch.cuda._host_allocator() File <*>python3.6/site-packages/torch/cuda/__init__.py, line 220, in _host_allocator _lazy_init() File <*>python3.6/site-packages/torch/cuda/__init__.py, line 84, in _lazy_init _check_driver() File <*>python3.6/site-packages/torch/cuda/__init__.py, line 51, in _check_driver raise AssertionError(""Torch not compiled with CUDA enabled"") AssertionError: Torch not compiled with CUDA enabled",0
"File SAMME_train_all.py, line 47, in <module> ce = K.categorical_crossentropy(label, label_pred) File <*>/tensorflow_backend.py, line 2754, in categorical_c axis=len(output.get_shape()) - 1, AttributeError: 'numpy.ndarray' object has no attribute 'get_shape'",0
"File modeltrain.py, line 180, in <module> model.fit_generator(next_batch(X_train_r, y_train_r, batch_size), steps_per_epoch=(X_train_r.shape[0]/batch_size), validation_data=(X_val_r, y_val_r), epochs=100, callbacks=[csv_logger, model_check]) File <*>python3.6/site-packages/keras/legacy/interfaces.py, line 87, in wrapper return func(*args, **kwargs) File <*>python3.6/site-packages/keras/engine/training.py, line 1978, in fit_generator val_x, val_y, val_sample_weight) File <*>python3.6/site-packages/keras/engine/training.py, line 1382, in _standardize_user_data exception_prefix='target') File <*>python3.6/site-packages/keras/engine/training.py, line 111, in _standardize_input_data 'Found: array with shape ' + str(data.shape)) ValueError: The model expects 9 target arrays, but only received one array. Found: array with shape (70, 512, 512, 1)",0
"File test_python.py, line 1, in [FUNC] [CODE] ModuleNotFoundError: No module named 'numpy'",0
"File main.py, line 36, in <module> model.fit(X,Y, epochs=50, batch_size=100) File <*>/site-packages/keras/models.py, line 960, in fit validation_steps=validation_steps) File <*>/site-packages/keras/engine/training.py, line 1574, in fit batch_size=batch_size) File <*>/site-packages/keras/engine/training.py, line 1407, in _standardize_user_data exception_prefix='input') File <*>/site-packages/keras/engine/training.py, line 128, in _standardize_input_data arrays[i] = array ValueError: could not broadcast input array from shape (14,1) into shape (14)",0
"File <*>/main.py, line 89, in <module> _ = sess.run([update_step]) File <*>python3.6/site-packages/tensorflow/python/client/session.py, line 889, in run run_metadata_ptr) File <*>python3.6/site-packages/tensorflow/python/client/session.py, line 1120, in _run feed_dict_tensor, options, run_metadata) File <*>python3.6/site-packages/tensorflow/python/client/session.py, line 1317, in _do_run options, run_metadata) File <*>python3.6/site-packages/tensorflow/python/client/session.py, line 1336, in _do_call raise type(e)(node_def, op, message) tensorflow.python.framework.errors_impl.ResourceExhaustedError: OOM when allocating tensor with shape[500,80] [[Node: decoder/while/BasicDecoderStep/basic_lstm_cell/MatMul = MatMul[T=DT_FLOAT, transpose_a=false, transpose_b=false, _device=""/job:localhost/replica:0/task:0/device:GPU:0""](decoder/while/BasicDecoderStep/basic_lstm_cell/concat, decoder/while/BasicDecoderStep/basic_lstm_cell/MatMul/Enter)]] [[Node: gradients/Add/_282 = _Recv[client_terminated=false, recv_device=""/job:localhost/replica:0/task:0/device:CPU:0"", send_device=""/job:localhost/replica:0/task:0/device:GPU:0"", send_device_incarnation=1, tensor_name=""edge_457_gradients/Add"", tensor_type=DT_FLOAT, _device=""/job:localhost/replica:0/task:0/device:CPU:0""](^_cloopdecoder/while/BasicDecoderStep/TrainingHelperNextInputs/add/y/_181)]]",0
"File <ipython-input-6-06fadd69ae8f>, line 1, in <module> runfile('C:/Users/1/Desktop/transfer_learning_tutorial-master/MCVE.py', wdir='C:/Users/1/Desktop/transfer_learning_tutorial-master') File <*>/site-packages/spyder/utils/site/sitecustomize.py, line 710, in runfile execfile(filename, namespace) File <*>/site-packages/spyder/utils/site/sitecustomize.py, line 101, in execfile exec(compile(f.read(), filename, 'exec'), namespace) File <*>/MCVE.py, line 77, in <module> tf.app.run(main=main, argv=[sys.argv[0]]) File <*>/site-packages/tensorflow/python/platform/app.py, line 48, in run _sys.exit(main(_sys.argv[:1] + flags_passthrough)) File <*>/MCVE.py, line 68, in main steps=1000) File <*>/site-packages/tensorflow/python/estimator/estimator.py, line 302, in train loss = self._train_model(input_fn, hooks, saving_listeners) File <*>/site-packages/tensorflow/python/estimator/estimator.py, line 780, in _train_model log_step_count_steps=self._config.log_step_count_steps) as mon_sess: File <*>/site-packages/tensorflow/python/training/monitored_session.py, line 368, in MonitoredTrainingSession stop_grace_period_secs=stop_grace_period_secs) File <*>/site-packages/tensorflow/python/training/monitored_session.py, line 673, in __init__ stop_grace_period_secs=stop_grace_period_secs) File <*>/site-packages/tensorflow/python/training/monitored_session.py, line 493, in __init__ self._sess = _RecoverableSession(self._coordinated_creator) File <*>/site-packages/tensorflow/python/training/monitored_session.py, line 851, in __init__ _WrappedSession.__init__(self, self._create_session()) File <*>/site-packages/tensorflow/python/training/monitored_session.py, line 856, in _create_session return self._sess_creator.create_session() File <*>/site-packages/tensorflow/python/training/monitored_session.py, line 554, in create_session self.tf_sess = self._session_creator.create_session() File <*>/site-packages/tensorflow/python/training/monitored_session.py, line 428, in create_session init_fn=self._scaffold.init_fn) File <*>/site-packages/tensorflow/python/training/session_manager.py, line 279, in prepare_session sess.run(init_op, feed_dict=init_feed_dict) File <*>/site-packages/tensorflow/python/client/session.py, line 889, in run run_metadata_ptr) File <*>/site-packages/tensorflow/python/client/session.py, line 1120, in _run feed_dict_tensor, options, run_metadata) File <*>/site-packages/tensorflow/python/client/session.py, line 1317, in _do_run options, run_metadata) File <*>/site-packages/tensorflow/python/client/session.py, line 1336, in _do_call raise type(e)(node_def, op, message) InvalidArgumentError: Assign requires shapes of both tensors to match. lhs shape= [900] rhs shape= [1001] [[Node: Assign_1145 = Assign[T=DT_FLOAT, _class=[""loc:@InceptionResnetV2/Logits/Logits/biases""], use_locking=true, validate_shape=true, _device=""/job:localhost/replica:0/task:0/device:CPU:0""](InceptionResnetV2/Logits/Logits/biases, checkpoint_initializer_1145)]]",0
"File <stdin>, line 1, in <module> [CODE] RuntimeError: invalid argument 2: dimension 1 out of range of 1D tensor at /Users/soumith/code/builder/wheel/pytorch-src/torch/lib/TH/generic/THTensor.c:24",0
"File <stdin>, line 1, in <module> [CODE] RuntimeError: matrices expected, got 1D, 2D tensors at /Users/soumith/code/builder/wheel/pytorch-src/torch/lib/TH/generic/THTensorMath.c:1288",0
"File <*>/site-packages/tensorflow/python/platform/self_check.py, line 75, in preload_check ctypes.WinDLL(build_info.cudart_dll_name) File <*>/__init__.py, line 351, in __init__ self._handle = _dlopen(self._name, mode) OSError: [WinError 126] This specified module could not be found",0
"File <stdin>, line 1, in <module> [CODE] File <*>/site-packages/tensorflow/__init__.py, line 24, in <module> from tensorflow.python import * File <*>/site-packages/tensorflow/python/__init__.py, line 49, in <module> from tensorflow.python import pywrap_tensorflow File <*>/site-packages/tensorflow/python/pywrap_tensorflow.py, line 30, in <module> self_check.preload_check() File <*>/site-packages/tensorflow/python/platform/self_check.py, line 82, in preload_check % (build_info.cudart_dll_name, build_info.cuda_version_number)) ImportError: Could not find 'cudart64_80.dll'. TensorFlow requires that this DLL be installed in a directory that is named in your %PATH% environment variable. Download and install CUDA 8.0 from this URL: https://developer.nvidia.com/cuda-toolkit",0
"File <*>/site-packages/google/protobuf/internal/python_message.py, line 545, in _GetFieldByName return message_descriptor.fields_by_name[field_name] KeyError: 'layout_optimizer'",0
"File export_inference_graph.py, line 119, in <module> tf.app.run() File <*>/site-packages/tensorflow/python/platform/app.py, line 48, in run _sys.exit(main(_sys.argv[:1] + flags_passthrough)) File export_inference_graph.py, line 115, in main FLAGS.output_directory, input_shape) File <*>/site-packages/object_detection-0.1-py3.5.egg/object_detection/exporter.py, line 427, in export_inference_graph input_shape, optimize_graph, output_collection_name) File <*>/site-packages/object_detection-0.1-py3.5.egg/object_detection/exporter.py, line 391, in _export_inference_graph initializer_nodes='') File <*>/site-packages/object_detection-0.1-py3.5.egg/object_detection/exporter.py, line 72, in freeze_graph_with_def_protos layout_optimizer=rewriter_config_pb2.RewriterConfig.ON) File <*>/site-packages/google/protobuf/internal/python_message.py, line 484, in init field = _GetFieldByName(message_descriptor, field_name) File <*>/site-packages/google/protobuf/internal/python_message.py, line 548, in _GetFieldByName (message_descriptor.name, field_name)) ValueError: Protocol message RewriterConfig has no ""layout_optimizer"" field.",0
"File <ipython-input-7-e80e82960eb9>, line 1, in <module> cross = cross_val_score(estimator=classfier, X=Xtrain, y=Ytrain, cv=10 , n_jobs=-1) File <*>/site-packages/sklearn/model_selection/_validation.py, line 342, in cross_val_score pre_dispatch=pre_dispatch) File <*>/site-packages/sklearn/model_selection/_validation.py, line 206, in cross_validate for train, test in cv.split(X, y, groups)) File <*>/site-packages/sklearn/externals/joblib/parallel.py, line 779, in __call__ while self.dispatch_one_batch(iterator): File <*>/site-packages/sklearn/externals/joblib/parallel.py, line 620, in dispatch_one_batch tasks = BatchedCalls(itertools.islice(iterator, batch_size)) File <*>/site-packages/sklearn/externals/joblib/parallel.py, line 127, in __init__ self.items = list(iterator_slice) File <*>/site-packages/sklearn/model_selection/_validation.py, line 206, in <genexpr> for train, test in cv.split(X, y, groups)) File <*>/site-packages/sklearn/base.py, line 62, in clone new_object_params[name] = clone(param, safe=False) File <*>/site-packages/sklearn/base.py, line 53, in clone return copy.deepcopy(estimator) File <*>/copy.py, line 180, in deepcopy y = _reconstruct(x, memo, *rv) File <*>/copy.py, line 280, in _reconstruct state = deepcopy(state, memo) File <*>/copy.py, line 150, in deepcopy y = copier(x, memo) File <*>/copy.py, line 240, in _deepcopy_dict y[deepcopy(key, memo)] = deepcopy(value, memo) File <*>/copy.py, line 215, in _deepcopy_list append(deepcopy(a, memo)) File <*>/copy.py, line 169, in deepcopy rv = reductor(4) TypeError: can't pickle _thread.lock objects",0
"File testJan17.py, line 13, in <module> sample_model() File testJan17.py, line 8, in sample_model att_mull = Multiply([dense_all, dense_att]) #merge([dense_all, dense_att], output_shape=10, mode='mul') TypeError: __init__() takes exactly 1 argument (2 given)",0
"File predict.py, line 34, in <module> preds = learn.predict_array(im[None]) File <*>/learner.py, line 266, in predict_array def predict_array(self, arr): return to_np(self.model(V(T(arr).cuda()))) File <*>python3.6/site-packages/torch/nn/modules/module.py, line 325, in __call__ result = self.forward(*input, **kwargs) File <*>python3.6/site-packages/torch/nn/modules/container.py, line 67, in forward input = module(input) File <*>python3.6/site-packages/torch/nn/modules/batchnorm.py, line 37, in forward self.training, self.momentum, self.eps) File <*>python3.6/site-packages/torch/nn/functional.py, line 1011, in batch_norm raise ValueError('Expected more than 1 value per channel when training, got input size {}'.format(size)) ValueError: Expected more than 1 value per channel when training, got input size [1, 1024]",0
"File cnn_base.py, line 1703, in <module> training() File cnn_base.py, line 1314, in training _, loss_value = sess.run([train_op, loss]) File <*>python3.4/site-packages/tensorflow/python/client/session.py, line 889, in run run_metadata_ptr) File <*>python3.4/site-packages/tensorflow/python/client/session.py, line 1120, in _run feed_dict_tensor, options, run_metadata) File <*>python3.4/site-packages/tensorflow/python/client/session.py, line 1317, in _do_run options, run_metadata) File <*>python3.4/site-packages/tensorflow/python/client/session.py, line 1336, in _do_call raise type(e)(node_def, op, message) tensorflow.python.framework.errors_impl.InvalidArgumentError: NaN: cnn()conv2 : Tensor had Inf values [[Node: tower_7/conv2/CheckNumerics_3 = CheckNumerics[T=DT_FLOAT, message=""NaN: cnn()conv2"", _device=""/job:localhost/replica:0/task:0/device:GPU:7""](tower_7/conv2/conv2)]]",0
"File cnn_base.py, line 1704, in <module> training() File cnn_base.py, line 1312, in training nan_debug, _, loss_value = sess.run([check_op, train_op, loss]) File <*>python3.4/site-packages/tensorflow/python/client/session.py, line 889, in run run_metadata_ptr) File <*>python3.4/site-packages/tensorflow/python/client/session.py, line 1120, in _run feed_dict_tensor, options, run_metadata) File <*>python3.4/site-packages/tensorflow/python/client/session.py, line 1317, in _do_run options, run_metadata) File <*>python3.4/site-packages/tensorflow/python/client/session.py, line 1336, in _do_call raise type(e)(node_def, op, message) tensorflow.python.framework.errors_impl.InvalidArgumentError: NaN: average_gradients(expanded_g) : Tensor had Inf and NaN values [[Node: CheckNumerics_30 = CheckNumerics[T=DT_FLOAT, message=""NaN: average_gradients(expanded_g)"", _device=""/job:localhost/replica:0/task:0/device:CPU:0""](ExpandDims_30)]] [[Node: tower_6/total_loss/_2216 = _Send[T=DT_FLOAT, client_terminated=false, recv_device=""/job:localhost/replica:0/task:0/device:CPU:0"", send_device=""/job:localhost/replica:0/task:0/device:GPU:6"", send_device_incarnation=1, tensor_name=""edge_4923_tower_6/total_loss"", _device=""/job:localhost/replica:0/task:0/device:GPU:6""](tower_6/total_loss)]]",0
